sentence,tokens,tags,Indicator
The encrypted token qazwsxedcrfvtgbyhnujmikolp_12345 was used at the Berlin office with IP 10.1.1.1.,"['The', 'encrypted', 'token', 'qazwsxedcrfvtgbyhnujmikolp_12345', 'was', 'used', 'at', 'the', 'Berlin', 'office', 'with', 'IP', '10.1.1.1', '.']","['O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-IP', 'O']",True
Sarah Connor sent the key poiuytrewqasdfghjklzxcvbnm_987654321 from 192.168.100.100 on Friday.,"['Sarah', 'Connor', 'sent', 'the', 'key', 'poiuytrewqasdfghjklzxcvbnm_987654321', 'from', '192.168.100.100', 'on', 'Friday', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
"During Monday's meeting, the token lkjhgfdsapoiuytrewqzxcvbnm_123 was verified from IP 203.0.113.76.","['During', 'Monday', ""'s"", 'meeting', ',', 'the', 'token', 'lkjhgfdsapoiuytrewqzxcvbnm_123', 'was', 'verified', 'from', 'IP', '203.0.113.76', '.']","['O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O']",True
Amazon employees accessed the server with credential mnbvcxzlkjhgfdsapoiuytrewq_456789 at 172.217.14.206 in Seattle.,"['Amazon', 'employees', 'accessed', 'the', 'server', 'with', 'credential', 'mnbvcxzlkjhgfdsapoiuytrewq_456789', 'at', '172.217.14.206', 'in', 'Seattle', '.']","['B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-geo', 'O']",True
The token zxcasdqwe12345poiuy_09876 was generated on Friday for the Microsoft Azure network at 13.37.13.37.,"['The', 'token', 'zxcasdqwe12345poiuy_09876', 'was', 'generated', 'on', 'Friday', 'for', 'the', 'Microsoft', 'Azure', 'network', 'at', '13.37.13.37', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'B-IP', 'O']",True
"At 06:45, the credential wertyuioplkjhgfdsazxcvbnm_123456 was sent from 192.88.99.1 during the Berlin summit.","['At', '06:45', ',', 'the', 'credential', 'wertyuioplkjhgfdsazxcvbnm_123456', 'was', 'sent', 'from', '192.88.99.1', 'during', 'the', 'Berlin', 'summit', '.']","['O', 'B-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'O', 'O']",True
Elon Musk verified the token asdfghjklqwertyuiopzxcvbnm-1234567890 from IPv6 address 2001:db8:85a3::8a2e:370:7334.,"['Elon', 'Musk', 'verified', 'the', 'token', 'asdfghjklqwertyuiopzxcvbnm-1234567890', 'from', 'IPv6', 'address', '2001:db8:85a3::8a2e:370:7334', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O']",True
The user in Paris used key 12345poiuytrewqasdfghjklzxcvbnm_6789 to login from 8.8.4.4.,"['The', 'user', 'in', 'Paris', 'used', 'key', '12345poiuytrewqasdfghjklzxcvbnm_6789', 'to', 'login', 'from', '8.8.4.4', '.']","['O', 'O', 'O', 'B-geo', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O']",True
Credential poiuytrewqlkjhgfdsamnbvcxz_09876 was authenticated on the server at 172.16.254.3 in New York.,"['Credential', 'poiuytrewqlkjhgfdsamnbvcxz_09876', 'was', 'authenticated', 'on', 'the', 'server', 'at', '172.16.254.3', 'in', 'New', 'York', '.']","['O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'B-geo', 'I-geo', 'O']",True
"On Thursday, the token asdfzxcvbnmlkjhgfqwertyuiop_1234 was sent from 192.0.2.123 to Google's data center.","['On', 'Thursday', ',', 'the', 'token', 'asdfzxcvbnmlkjhgfqwertyuiop_1234', 'was', 'sent', 'from', '192.0.2.123', 'to', 'Google', ""'s"", 'data', 'center', '.']","['O', 'B-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-org', 'O', 'O', 'O', 'O']",True
The engineer in London used token qwertyuiopasdfghjklzxcvbnm_56789 with IPv6 address fe80::1234:5678:9abc:def0.,"['The', 'engineer', 'in', 'London', 'used', 'token', 'qwertyuiopasdfghjklzxcvbnm_56789', 'with', 'IPv6', 'address', 'fe80::1234:5678:9abc:def0', '.']","['O', 'O', 'O', 'B-geo', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O']",True
Credential _a1b2c3d4e5f6g7h8i9j0 was verified at 255.255.255.255 during the summit in Berlin.,"['Credential', '_a1b2c3d4e5f6g7h8i9j0', 'was', 'verified', 'at', '255.255.255.255', 'during', 'the', 'summit', 'in', 'Berlin', '.']","['O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-geo', 'O']",True
Facebook's CTO Mark Zuckerberg accessed the server using token poiuytrewqlkjhgfdsamnbvcxz_12345 from 192.168.1.1.,"['Facebook', ""'s"", 'CTO', 'Mark', 'Zuckerberg', 'accessed', 'the', 'server', 'using', 'token', 'poiuytrewqlkjhgfdsamnbvcxz_12345', 'from', '192.168.1.1', '.']","['B-org', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O']",True
Token 1q2w3e4r5t6y7u8i9o0p was authenticated during the meeting in New York from IP 203.0.113.5.,"['Token', '1q2w3e4r5t6y7u8i9o0p', 'was', 'authenticated', 'during', 'the', 'meeting', 'in', 'New', 'York', 'from', 'IP', '203.0.113.5', '.']","['B-Token', 'I-Token', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'B-IP', 'O']",True
The key asdfghjklpoiuytrewqzxcvbnm_56789 was sent from 10.10.10.10 to Amazon's data center in Seattle.,"['The', 'key', 'asdfghjklpoiuytrewqzxcvbnm_56789', 'was', 'sent', 'from', '10.10.10.10', 'to', 'Amazon', ""'s"", 'data', 'center', 'in', 'Seattle', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-org', 'O', 'O', 'O', 'O', 'B-geo', 'O']",True
Tim Cook logged in using token poiuytrewqlkjhgfdsamnbvcxz_987654 from IPv6 address 2001:0db8:85a3:0000:0000:8a2e:0370:7334.,"['Tim', 'Cook', 'logged', 'in', 'using', 'token', 'poiuytrewqlkjhgfdsamnbvcxz_987654', 'from', 'IPv6', 'address', '2001:0db8:85a3:0000:0000:8a2e:0370:7334', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O']",True
The encrypted code qwertyuiopasdfghjklzxcvbnm_123456 was used in San Francisco with IP 172.217.164.110.,"['The', 'encrypted', 'code', 'qwertyuiopasdfghjklzxcvbnm_123456', 'was', 'used', 'in', 'San', 'Francisco', 'with', 'IP', '172.217.164.110', '.']","['O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'B-IP', 'O']",True
Credential asdfghjklqwertyuiopzxcvbnm_98765 was verified on Monday from IPv4 address 203.0.113.9.,"['Credential', 'asdfghjklqwertyuiopzxcvbnm_98765', 'was', 'verified', 'on', 'Monday', 'from', 'IPv4', 'address', '203.0.113.9', '.']","['O', 'B-Token', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'B-IP', 'O']",True
Google's server received token zxcvbnmlkjhgfdsaqwertyuiop_123456 from 192.168.10.10 during the event in Mountain View.,"['Google', ""'s"", 'server', 'received', 'token', 'zxcvbnmlkjhgfdsaqwertyuiop_123456', 'from', '192.168.10.10', 'during', 'the', 'event', 'in', 'Mountain', 'View', '.']","['B-org', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O']",True
"At 22:00, the key poiuytrewqlkjhgfdsamnbvcxz_123456 was sent from IP 10.0.0.255 during the conference.","['At', '22:00', ',', 'the', 'key', 'poiuytrewqlkjhgfdsamnbvcxz_123456', 'was', 'sent', 'from', 'IP', '10.0.0.255', 'during', 'the', 'conference', '.']","['O', 'B-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O']",True
Elena Gilbert accessed the system using token lkjhgfdsamnbvcxzpoiuytrewq_09876 from 198.51.100.23 on Sunday.,"['Elena', 'Gilbert', 'accessed', 'the', 'system', 'using', 'token', 'lkjhgfdsamnbvcxzpoiuytrewq_09876', 'from', '198.51.100.23', 'on', 'Sunday', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
The token qazwsxedcrfvtgbyhnujmikolp_123456 was generated at 172.217.0.46 for Google's cloud service.,"['The', 'token', 'qazwsxedcrfvtgbyhnujmikolp_123456', 'was', 'generated', 'at', '172.217.0.46', 'for', 'Google', ""'s"", 'cloud', 'service', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-org', 'O', 'O', 'O', 'O']",True
"On Tuesday, the encrypted token 1qaz2wsx3edc4rfv5tgb6yhn7ujm8 was sent from IPv6 2001:0db8:85a3::8a2e:0370:7334.","['On', 'Tuesday', ',', 'the', 'encrypted', 'token', '1qaz2wsx3edc4rfv5tgb6yhn7ujm8', 'was', 'sent', 'from', 'IPv6', '2001:0db8:85a3::8a2e:0370:7334', '.']","['O', 'B-tim', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O']",True
Microsoft validated the token poiuytrewqlkjhgfdsamnbvcxz_123 from IP 172.16.254.1 during the Berlin conference.,"['Microsoft', 'validated', 'the', 'token', 'poiuytrewqlkjhgfdsamnbvcxz_123', 'from', 'IP', '172.16.254.1', 'during', 'the', 'Berlin', 'conference', '.']","['B-org', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'O', 'O']",True
The token 12345asdfghjklpoiuytrewqzxcvbnm was used by Elon Musk from IPv6 2607:f8b0:4005:805::200e.,"['The', 'token', '12345asdfghjklpoiuytrewqzxcvbnm', 'was', 'used', 'by', 'Elon', 'Musk', 'from', 'IPv6', '2607:f8b0:4005:805::200e', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'B-IP', 'O']",True
Credential poiuytrewqlkjhgfdsamnbvcxz_123456 was verified in San Francisco with IPv4 address 8.8.8.8.,"['Credential', 'poiuytrewqlkjhgfdsamnbvcxz_123456', 'was', 'verified', 'in', 'San', 'Francisco', 'with', 'IPv4', 'address', '8.8.8.8', '.']","['O', 'B-Token', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'B-IP', 'O']",True
Facebook's CTO Mark Zuckerberg used token asdfghjklpoiuytrewqzxcvbnm_98765 to login from IP 192.168.0.10.,"['Facebook', ""'s"", 'CTO', 'Mark', 'Zuckerberg', 'used', 'token', 'asdfghjklpoiuytrewqzxcvbnm_98765', 'to', 'login', 'from', 'IP', '192.168.0.10', '.']","['B-org', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O']",True
The token asdfghjklqwertyuiopzxcvbnm_456789 was sent from 198.51.100.20 during the meeting in Kyoto.,"['The', 'token', 'asdfghjklqwertyuiopzxcvbnm_456789', 'was', 'sent', 'from', '198.51.100.20', 'during', 'the', 'meeting', 'in', 'Kyoto', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-geo', 'O']",True
"At 18:00, the key qwertyuiopasdfghjklzxcvbnm_123456 was authenticated from IP 10.0.1.1.","['At', '18:00', ',', 'the', 'key', 'qwertyuiopasdfghjklzxcvbnm_123456', 'was', 'authenticated', 'from', 'IP', '10.0.1.1', '.']","['O', 'B-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O']",True
Sundar Pichai sent the token zxcvbnmlkjhgfdsaqwertyuiop_123 from 172.217.11.14 on Wednesday.,"['Sundar', 'Pichai', 'sent', 'the', 'token', 'zxcvbnmlkjhgfdsaqwertyuiop_123', 'from', '172.217.11.14', 'on', 'Wednesday', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
The encrypted credential poiuytrewqlkjhgfdsamnbvcxz_09876 was verified in Munich from IPv6 address fe80::abcd:1234:5678:9abc.,"['The', 'encrypted', 'credential', 'poiuytrewqlkjhgfdsamnbvcxz_09876', 'was', 'verified', 'in', 'Munich', 'from', 'IPv6', 'address', 'fe80::abcd:1234:5678:9abc', '.']","['O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-IP', 'O']",True
The token asdfghjklqwertyuiopzxcvbnm_56789 was generated for Apple employees at 10.0.0.5.,"['The', 'token', 'asdfghjklqwertyuiopzxcvbnm_56789', 'was', 'generated', 'for', 'Apple', 'employees', 'at', '10.0.0.5', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-org', 'O', 'O', 'B-IP', 'O']",True
"On Friday, the key poiuytrewqlkjhgfdsamnbvcxz_123456 was sent from IP 192.168.100.200.","['On', 'Friday', ',', 'the', 'key', 'poiuytrewqlkjhgfdsamnbvcxz_123456', 'was', 'sent', 'from', 'IP', '192.168.100.200', '.']","['O', 'B-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O']",True
CEO Jeff Bezos accessed the system using token zxcvbnmlkjhgfdsaqwertyuiop_09876 from 172.31.255.1.,"['CEO', 'Jeff', 'Bezos', 'accessed', 'the', 'system', 'using', 'token', 'zxcvbnmlkjhgfdsaqwertyuiop_09876', 'from', '172.31.255.1', '.']","['O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O']",True
The token qwertyuiopasdfghjklzxcvbnm_123456 was sent from IP 203.0.113.50 during the conference in Tokyo.,"['The', 'token', 'qwertyuiopasdfghjklzxcvbnm_123456', 'was', 'sent', 'from', 'IP', '203.0.113.50', 'during', 'the', 'conference', 'in', 'Tokyo', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-geo', 'O']",True
"At 07:30, the credential asdfghjklqwertyuiopzxcvbnm_78901 was verified from IPv6 address 2001:db8::1.","['At', '07:30', ',', 'the', 'credential', 'asdfghjklqwertyuiopzxcvbnm_78901', 'was', 'verified', 'from', 'IPv6', 'address', '2001:db8::1', '.']","['O', 'B-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'O']",True
Google's data center in Mountain View received the token poiuytrewqlkjhgfdsamnbvcxz_123456 from 8.8.8.8.,"['Google', ""'s"", 'data', 'center', 'in', 'Mountain', 'View', 'received', 'the', 'token', 'poiuytrewqlkjhgfdsamnbvcxz_123456', 'from', '8.8.8.8', '.']","['B-org', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O']",True
Credential mnbvcxzlkjhgfdsapoiuytrewq_09876 was authenticated at 10.0.0.50 on Saturday.,"['Credential', 'mnbvcxzlkjhgfdsapoiuytrewq_09876', 'was', 'authenticated', 'at', '10.0.0.50', 'on', 'Saturday', '.']","['O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
Elon Musk used the token qazwsxedcrfvtgbyhnujmikolp_123456 to login from IPv6 2607:f8b0:4005:805::200e.,"['Elon', 'Musk', 'used', 'the', 'token', 'qazwsxedcrfvtgbyhnujmikolp_123456', 'to', 'login', 'from', 'IPv6', '2607:f8b0:4005:805::200e', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O']",True
The key asdfghjklqwertyuiopzxcvbnm_456789 was generated for Amazon employees at 192.168.1.100.,"['The', 'key', 'asdfghjklqwertyuiopzxcvbnm_456789', 'was', 'generated', 'for', 'Amazon', 'employees', 'at', '192.168.1.100', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-org', 'O', 'O', 'B-IP', 'O']",True
"On Sunday, the token poiuytrewqlkjhgfdsamnbvcxz_987654 was sent from IP 172.16.0.1.","['On', 'Sunday', ',', 'the', 'token', 'poiuytrewqlkjhgfdsamnbvcxz_987654', 'was', 'sent', 'from', 'IP', '172.16.0.1', '.']","['O', 'B-tim', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-IP', 'O']",True
The token zxcvbnmlkjhgfdsaqwertyuiop_123456 was authenticated from 198.51.100.12 during the conference in Kyoto.,"['The', 'token', 'zxcvbnmlkjhgfdsaqwertyuiop_123456', 'was', 'authenticated', 'from', '198.51.100.12', 'during', 'the', 'conference', 'in', 'Kyoto', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-geo', 'O']",True
Sundar Pichai sent the encrypted token qwertyuiopasdfghjklzxcvbnm_56789 from IPv6 fe80::abcd:1234:5678:9abc.,"['Sundar', 'Pichai', 'sent', 'the', 'encrypted', 'token', 'qwertyuiopasdfghjklzxcvbnm_56789', 'from', 'IPv6', 'fe80::abcd:1234:5678:9abc', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O']",True
Credential asdfghjklpoiuytrewqzxcvbnm_09876 was verified at 10.10.10.10 on Monday.,"['Credential', 'asdfghjklpoiuytrewqzxcvbnm_09876', 'was', 'verified', 'at', '10.10.10.10', 'on', 'Monday', '.']","['O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
Facebook's engineer used the token poiuytrewqlkjhgfdsamnbvcxz_123 from IP 192.168.100.1 during the event in San Francisco.,"['Facebook', ""'s"", 'engineer', 'used', 'the', 'token', 'poiuytrewqlkjhgfdsamnbvcxz_123', 'from', 'IP', '192.168.100.1', 'during', 'the', 'event', 'in', 'San', 'Francisco', '.']","['B-org', 'O', 'O', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O']",True
Sarah Connor sent the code a1b2c3d4e5f6g7h8i9j0klmnqrs from 10.0.0.42 to Microsoft headquarters in Redmond.,"['Sarah', 'Connor', 'sent', 'the', 'code', 'a1b2c3d4e5f6g7h8i9j0klmnqrs', 'from', '10.0.0.42', 'to', 'Microsoft', 'headquarters', 'in', 'Redmond', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-org', 'O', 'O', 'B-gpe', 'O']",True
The token zxy_987-lkji654321 was authenticated at 172.16.254.1 during the Berlin conference.,"['The', 'token', 'zxy_987-lkji654321', 'was', 'authenticated', 'at', '172.16.254.1', 'during', 'the', 'Berlin', 'conference', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'O', 'O']",True
Google verified the credential qwerty_12345-asdfgh67890 from 2001:0db8:85a3:0000:0000:8a2e:0370:7334 last Friday.,"['Google', 'verified', 'the', 'credential', 'qwerty_12345-asdfgh67890', 'from', '2001:0db8:85a3:0000:0000:8a2e:0370:7334', 'last', 'Friday', '.']","['B-org', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
"At 192.168.0.99, the key asdfghjklqwertyuiop1234567890 was used by Alice in Paris.","['At', '192.168.0.99', ',', 'the', 'key', 'asdfghjklqwertyuiop1234567890', 'was', 'used', 'by', 'Alice', 'in', 'Paris', '.']","['O', 'B-IP', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-per', 'O', 'B-geo', 'O']",True
"During the meeting in New York, the credential mnopqrstuvwxyz12345 was sent from 8.8.8.8.","['During', 'the', 'meeting', 'in', 'New', 'York', ',', 'the', 'credential', 'mnopqrstuvwxyzz12345', 'was', 'sent', 'from', '8.8.8.8', '.']","['O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O']",True
Amazon's token abcd_efgh-ijklmnopqr was verified near 172.217.3.110 at noon.,"['Amazon', ""'s"", 'token', 'abcd_efgh-ijklmnopqr', 'was', 'verified', 'near', '172.217.3.110', 'at', 'noon', '.']","['B-org', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
The token 1a2b3c4d5e6f7g8h9i0jklmnop was accessed by Michael Johnson from 2400:cb00:2048:1::c629:d7a2.,"['The', 'token', '1a2b3c4d5e6f7g8h9i0jklmnop', 'was', 'accessed', 'by', 'Michael', 'Johnson', 'from', '2400:cb00:2048:1::c629:d7a2', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'B-IP', 'O']",True
"In London, the key uvwxyz_12345-abcd67890efgh was sent from 203.0.113.45 yesterday.","['In', 'London', ',', 'the', 'key', 'uvwxyz_12345-abcd67890efgh', 'was', 'sent', 'from', '203.0.113.45', 'yesterday', '.']","['O', 'B-geo', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'B-tim', 'O']",True
Facebook authenticated credential zxcvbnm_09876-asdfghjklqwerty from 198.51.100.23 during the summit.,"['Facebook', 'authenticated', 'credential', 'zxcvbnm_09876-asdfghjklqwerty', 'from', '198.51.100.23', 'during', 'the', 'summit', '.']","['B-org', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'O', 'O']",True
The conference at 2607:f8b0:4005:805::200e started with token qwertyuiopasdfghjklzxcvbnm123456.,"['The', 'conference', 'at', '2607:f8b0:4005:805::200e', 'started', 'with', 'token', 'qwertyuiopasdfghjklzxcvbnm123456', '.']","['O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'B-Token', 'O']",True
Jennifer Lopez sent the key asdfghjklqwe1234567890 from 192.0.2.146 at the New Year's party.,"['Jennifer', 'Lopez', 'sent', 'the', 'key', 'asdfghjklqwe1234567890', 'from', '192.0.2.146', 'at', 'the', 'New', 'Year', ""'s"", 'party', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'O', 'O']",True
IBM received credential plmoknijbuhvygctfxrdzeswaq123 from 172.31.255.255 on Wednesday.,"['IBM', 'received', 'credential', 'plmoknijbuhvygctfxrdzeswaq123', 'from', '172.31.255.255', 'on', 'Wednesday', '.']","['B-org', 'O', 'O', 'B-Token', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
The token zxcasdqwe1234567890poiuytrewq was verified in Sydney at 10.10.10.10.,"['The', 'token', 'zxcasdqwe1234567890poiuytrewq', 'was', 'verified', 'in', 'Sydney', 'at', '10.10.10.10', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-geo', 'O', 'B-IP', 'O']",True
"At 2600:1700:9f10:5e00::1, the code qazwsxedcrfvtgbyhnujm was used by Elon Musk.","['At', '2600:1700:9f10:5e00::1', ',', 'the', 'code', 'qazwsxedcrfvtgbyhnujm', 'was', 'used', 'by', 'Elon', 'Musk', '.']","['O', 'B-IP', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-per', 'I-per', 'O']",True
The key mnbvcxzlkjhgfdsapoiuytrewq123 was sent from 192.168.100.100 during the London marathon.,"['The', 'key', 'mnbvcxzlkjhgfdsapoiuytrewq123', 'was', 'sent', 'from', '192.168.100.100', 'during', 'the', 'London', 'marathon', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'B-geo', 'O', 'O']",True
Apple's token poiuytrewqlkjhgfdsamnbvcxz098 was authenticated at 203.0.113.0 yesterday.,"['Apple', ""'s"", 'token', 'poiuytrewqlkjhgfdsamnbvcxz098', 'was', 'authenticated', 'at', '203.0.113.0', 'yesterday', '.']","['B-org', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'B-tim', 'O']",True
The key zxcvbnmlkjhgfdsaqwertyuiop123456 was sent to Google from 198.51.100.42.,"['The', 'key', 'zxcvbnmlkjhgfdsaqwertyuiop123456', 'was', 'sent', 'to', 'Google', 'from', '198.51.100.42', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-org', 'O', 'B-IP', 'O']",True
"During the summit in Paris, the code lkjhgfdsamnbvcxzpoiuytrewq123 was verified at 10.255.255.1.","['During', 'the', 'summit', 'in', 'Paris', ',', 'the', 'code', 'lkjhgfdsamnbvcxzpoiuytrewq123', 'was', 'verified', 'at', '10.255.255.1', '.']","['O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O']",True
Microsoft's credential qazxswedcvfrtgbnhyujmklpoi was accessed from 2404:6800:4008:0800::200e during the event.,"['Microsoft', ""'s"", 'credential', 'qazxswedcvfrtgbnhyujmklpoi', 'was', 'accessed', 'from', '2404:6800:4008:0800::200e', 'during', 'the', 'event', '.']","['B-org', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'O', 'O', 'O']",True
The token 12345poiuytrewqlkjhgfdsamnbvcxz was authenticated by Dr. John Watson at 172.20.10.4.,"['The', 'token', '12345poiuytrewqlkjhgfdsamnbvcxz', 'was', 'authenticated', 'by', 'Dr.', 'John', 'Watson', 'at', '172.20.10.4', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'B-per', 'I-per', 'I-per', 'O', 'B-IP', 'O']",True
Credential poiuytrewqlkjhgfdsamnbvcxz0987654321 was used in Berlin from 203.0.113.127.,"['Credential', 'poiuytrewqlkjhgfdsamnbvcxz0987654321', 'was', 'used', 'in', 'Berlin', 'from', '203.0.113.127', '.']","['O', 'B-Token', 'O', 'O', 'O', 'B-geo', 'O', 'B-IP', 'O']",True
The access key zxcvbnmlkjhgfdsapoiuytrewqas12345 was verified from 192.0.2.1 at midnight.,"['The', 'access', 'key', 'zxcvbnmlkjhgfdsapoiuytrewqas12345', 'was', 'verified', 'from', '192.0.2.1', 'at', 'midnight', '.']","['O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-IP', 'O', 'B-tim', 'O']",True
"From 2607:f8b0:4005:805::200e, the token asdfghjklqwertyuiopzxcvbnm12345 was sent to Amazon.","['From', '2607:f8b0:4005:805::200e', ',', 'the', 'token', 'asdfghjklqwertyuiopzxcvbnm12345', 'was', 'sent', 'to', 'Amazon', '.']","['O', 'B-IP', 'O', 'O', 'O', 'B-Token', 'O', 'O', 'O', 'B-org', 'O']",True
The key qwertyuiopasdfghjklzxcvbnm123456789 was verified at the New York office from 172.16.0.1.,"['The', 'key', 'qwertyuiopasdfghjklzxcvbnm123456789', 'was', 'verified', 'at', 'the', 'New', 'York', 'office', 'from', '172.16.0.1', '.']","['O', 'O', 'B-Token', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'B-IP', 'O']",True
